,elv_mean,elv_cv,slope_mean,slope_cv,HAND_mean,HAND_cv,Water_Table_Depth_mean,Water_Table_Depth_cv,soil_moisture_mean,soil_moisture_cv,basin_Area_SqM,river_density_(m/m2),lulc_Cropland_portion,lulc_Forest_portion,lulc_Grassland_portion,lulc_Urban_portion,lulc_Wet_portion,caly_content,sand_content,silt_content,seasonality,Aridity,Snow_fraction,Snow_presence,GIW_MAXPA_Percentage,Riparian_MAXPA_Percentage,MAXPA,long_term_mean_Inundation,long_term_cv_Inundation
05058700,464.408842612,0.0750198026464,2.96676545051,0.794763126672,3.90473792587,1.61471013485,3.66272661122,0.640719637841,81.0445118005,0.104205849647,22792077395,0.00025675172134518692,0.911777849373,0.00259250441874,0.0448188865925,0.00132697339068,0.0394837862253,270.542678229,382.326011537,347.131253363,0.6677991315922234,1.2696567434155457,0.21913044834616507,42.62209296210526,4.2625973179895711,2.5950426521561609,0.0655927067312,3.2918947894736847,0.40364526074079554
05059000,458.403548998,0.0950748448132,2.96825286665,0.791963885868,3.87019898861,1.61386909772,3.69552019944,0.627937526409,80.162419433,0.116587961387,23979715048,0.00025674620535862005,0.915779365824,0.00248586981142,0.0428990254725,0.00130752683652,0.0375282120552,267.683413457,388.517275825,343.799190145,0.6668334314534564,1.267882127058564,0.21701609147820122,42.42811749789473,4.1385491504029366,2.4776237166210322,0.0633312446325,3.1624437342105263,0.40458144839997734
05059600,433.453121493,0.0423222446453,2.80051020434,0.612843069009,4.31092455771,0.842900194138,4.34655711967,0.220624243271,84.9969812149,0.0139191828759,65450517.43,6.0530637974333624e-05,1.0,0.0,0.0,0.0,0.0,228.857421891,409.392867019,361.74827961,0.6997957614692282,1.1763942250143355,0.20313671496390417,40.363636363684215,0.67231121855355214,0.00535706150241279,0.00688223873602,0.3188126921052632,0.368321068569064
05059700,382.975408026,0.0807470513924,2.65578307137,0.62401782334,3.09269085913,1.14159377328,4.03108982799,0.297993835277,79.5218597298,0.0612668095481,2224929025,0.00028501941725732512,0.997969780102,0.0,0.00140606582297,0.0,0.000624154075042,238.798252354,414.730184374,346.471600719,0.6789684886104165,1.2051331889067807,0.19303440905271388,38.943642021578945,1.842481244327274,0.65403021654313009,0.0249016666246,1.065586144736842,0.46342023691071355
05060100,294.446610727,0.072218562573,2.38098567374,0.624378019127,1.17553224143,1.13777555495,4.46340331717,0.384520740496,95.8027650493,0.195404141531,271539185.6,0.0002731939324782491,0.998707363718,0.0,0.0,0.00129263628198,0.0,319.767908472,276.078169997,404.147863551,0.6565671649861377,1.2313445820103357,0.184352470520258,40.29983799263158,0.57718459154872892,0.33184885912332285,0.00973926405124,0.1212672052631579,1.1220508583223296
05060500,330.393508233,0.0581943517778,2.83570866638,0.668179166134,3.00288603343,1.10846068231,3.64270751147,0.271218306092,81.1135300333,0.215108810489,244311094.4,0.00017117562736132682,0.998578268877,0.0,0.00142173112339,0.0,0.0,213.857927365,522.364864248,263.774881995,0.6740556650848275,1.2039282595588487,0.18826566256640198,40.340717786842106,0.58697531232128775,0.1384917301687317,0.00732310275666,0.18847373157894737,0.6547081432991028
05061000,433.704320395,0.100857084894,4.34160957576,0.855379006206,6.14532427308,1.07797174982,1.44396921915,1.01760946052,92.9767952323,0.106786895184,1419406747,0.00024952108932342339,0.467879943772,0.467628859704,0.0217663256953,0.000372821798155,0.0423520490299,215.49731795,504.999513042,279.503055985,0.6455835261364822,1.0383064753065927,0.1953514737983773,43.13683414210527,2.6662148765328038,0.30000629708146748,0.0297322149222,2.020578868421053,0.1723906712802989
05061500,330.667916235,0.146463799037,3.05650476668,0.828019238507,3.5026925736,1.43032643867,2.72424384402,0.485721622253,92.2107905505,0.128084020316,858435725.1,0.00033700639151897164,0.965923304107,0.00490030079082,0.0228554893539,0.00162399784445,0.00469690790391,238.066872397,467.109798955,294.824787823,0.6477018178492789,1.117976382265741,0.18496366513931928,37.58226150157894,1.7025965120246171,0.42845717670964534,0.0221230127326,1.277938747368421,0.40236892634952287
05062000,384.252040573,0.178878349342,3.75933997544,0.865985704538,5.02274198094,1.23153916021,2.14335937029,0.754634815347,93.6315556965,0.119105263057,2770782135,0.00027359762903065812,0.707590930809,0.245517001241,0.0223760973428,0.000694127074301,0.0238218435326,224.099674525,491.49256777,284.407723109,0.6460534562852689,1.0764959324846817,0.19054871917447141,40.522273795263146,2.2665391942141477,0.37013760307495075,0.0264190959279,1.7375847447368424,0.23273427371594474
05062500,424.980675447,0.121153343536,3.98700876221,0.850008342962,5.86777709983,1.26069340328,1.18876363818,1.37209312525,92.9799395087,0.0824871547117,2420875252,0.0002559409795375545,0.466288396177,0.493466766501,0.0307637856692,0.000287383457271,0.00919366819516,223.514233344,477.772586132,298.713344109,0.6434205250005529,1.0357180663869294,0.19826223640101368,43.13413120526316,1.6354171971390941,0.19154154521819985,0.018283864997,1.1965351921052632,0.16738663911377835
05063398,368.986564422,0.0615538331201,2.53347715576,0.745526243233,3.0090202703,1.20695678711,1.2287397713,0.531729546025,91.9566960143,0.0321577745394,435823156.2,0.00026736462634379256,0.98687329644,0.00553398860164,0.00717147104981,0.0,0.000421243908483,215.966336544,480.942418022,303.092010291,0.6488540064470064,1.0669832806101924,0.19251332187076048,41.142768337368416,1.1969041535765403,0.19187473744116931,0.0142784734765,1.0370606631578947,0.16702754503546527
05064000,312.248755891,0.144545492969,2.33673302214,0.667183422179,1.92861282921,1.59469419355,2.58589227436,0.569635525329,106.724309194,0.123818487765,1572512838,0.00027108887303017675,0.995888271328,0.00153617479883,0.00198832758985,0.000470467840776,0.000116758442236,285.79513021,361.250363782,352.953654032,0.6533315692250748,1.1154010511714494,0.18718054425889316,40.975119877894734,1.1282815606783168,0.48874920824192503,0.0157172248454,0.5797069473684209,0.4873371798588435
05064500,393.958023807,0.197803556632,2.89762190016,0.804864293955,3.27802888762,1.66139678819,3.64954835208,0.584112809281,85.8969469765,0.190660327103,51694983446,0.00027063589522912729,0.920424312578,0.0236296343445,0.028149422441,0.00288539266438,0.0249112379719,284.553165431,359.456999616,355.989815041,0.6573654874613875,1.2097710979801368,0.20019520857798706,40.755804281578946,3.1370019647403389,1.5571707766300764,0.0453880697394,2.192520794736842,0.3865726123551176
05066500,372.226732183,0.153742560884,2.77002529009,0.686696932896,2.86087750317,1.20852974186,3.65347697407,0.297997338756,81.6651562542,0.127866128132,3076831810,0.00029407501739319851,0.996022536813,0.0,0.00274368323972,0.000847675269586,0.000386104677658,268.177377344,385.913682964,345.908743698,0.6850568481072158,1.190081154763059,0.20329895527361105,40.08197088631579,1.6919568918563592,0.24403607906451252,0.0197251015357,1.0188250315789475,0.3673309893987552
05069000,336.283022372,0.178357224226,2.97837884204,0.801743385272,2.8982329203,1.47817177265,2.09541538863,0.757159014389,106.538264299,0.107689625816,1287902480,0.00024515834804175447,0.903677014224,0.0770657960388,0.0160643131577,0.000401817472841,0.002791059107,276.292508059,360.271660761,363.437406923,0.6594145037524067,1.0842810977208743,0.19183113821953665,42.70013136105263,1.1171491895984587,0.20111952328892616,0.0132533630273,0.9011006552631579,0.12344991245418249
05079000,367.430746053,0.0873102575694,2.76010511944,0.876033447183,2.34932016104,1.61680434348,0.644747021075,1.13074686817,123.774156952,0.298672064476,13665261749,0.00025507159605600625,0.402413092842,0.4468055525,0.0563885722806,0.000937069722123,0.0934557126544,222.260039351,498.390955886,279.349195465,0.6625331157206901,1.0018924913257892,0.19991755676720874,44.67844132263158,1.0518600229423396,0.49639772411255279,0.0150851833407,0.780445702631579,0.1490923436154869
05080000,362.36233776,0.103029762099,2.74312565367,0.866754321217,2.2980492859,1.61768706681,0.764883943555,1.16876938403,123.317889642,0.291032221459,14629335252,0.00025868817355009294,0.440772187594,0.417430266182,0.0531959273571,0.00113634804647,0.0874652708204,227.194973649,485.402340738,287.402774056,0.6626436000590505,1.0091421771745503,0.19927742251496972,44.49058555473684,1.0281158276146156,0.47412875864938236,0.0146539008613,0.7614045789473685,0.14912787936428068
05082500,387.610335901,0.202745727388,2.91454473486,0.806422669907,3.25762565882,1.64460074717,3.50081743133,0.598000619442,87.0539101598,0.191299494557,61389514527,0.0002745212606248436,0.909405750248,0.0409768808958,0.0254110749817,0.00278856416302,0.0214177297118,282.986515836,359.747782878,357.265679715,0.65855599506756,1.1962262622142663,0.19909566044878954,40.87303136,2.8426629866229414,1.351280698013027,0.0406109798676,1.9788126263157897,0.37436019883640814
05082625,391.424939611,0.119972519593,3.14550979152,0.710084154076,3.51714003831,1.20733112061,3.00901445629,0.352740070537,76.745475979,0.124944624037,748555301.5,0.00027915631968416789,0.992354885287,0.0,0.00742029375803,0.0,0.000224820954756,344.060158288,268.58483987,387.35635573,0.6746982436999848,1.1849426214680527,0.21213810670070712,41.189570450000005,2.456166503771263,0.27085163877091678,0.0283355250292,1.595077394736842,0.42005022634680084
05084000,427.025115499,0.10835206633,2.96850629149,0.747606586734,3.74187915058,1.25449149143,3.26090895798,0.327763956444,77.8383166216,0.12092716051,891789372.8,0.0002977547822221478,0.999225908548,0.0,0.00077409145179,0.0,0.0,299.222499407,312.938377156,387.837450383,0.6647398750278799,1.1952782622883895,0.22552333532043106,42.140004560526314,1.3960388994446307,0.19845121016525707,0.0165156118384,0.9153017763157896,0.3539246622171728
05085000,279.734935034,0.0938514295839,2.68206449892,0.655053592923,2.10676944232,1.66351115494,2.83647923722,0.296898316225,67.4277102949,0.144486766406,293462945.8,0.00027651028763693271,1.0,0.0,0.0,0.0,0.0,330.489119895,257.823553385,411.686536896,0.6487912319266959,1.2307167118473599,0.20982836837984623,40.21820975842106,0.30496654153744662,0.0077660431733298525,0.00316608820841,0.09379575,0.7136917142413891
05090000,385.04574863,0.235989474546,3.05944453136,0.882835665277,4.11759623444,1.57878198518,3.89865245857,0.400116522046,76.0893382908,0.138049843687,1572025674,0.00032519064759917383,0.998589390776,0.000423068269708,0.000420205832159,0.000567335122166,0.0,301.743225535,309.801967595,388.454545451,0.650305934829109,1.1953710500487462,0.22761863316096057,43.7545797,0.53222592280041248,0.11151931331601693,0.00672839895107,0.2877440973684211,0.375318047261542
05092000,373.385220379,0.206674879215,2.85471798631,0.809207892551,2.92719038321,1.68533714922,2.93671034259,0.716122017153,93.4414040489,0.270370580129,87278110170,0.00028418013307675278,0.839474483977,0.100851427799,0.0272770108204,0.0025789555593,0.0298181218444,283.174009547,363.630265586,353.195759097,0.6596953712354721,1.1597795185417363,0.19914442968750967,41.64092285421053,2.3871757195277636,1.5000662535529958,0.0373491851815,1.7680371473684213,0.3764796454033922
05099400,476.993012029,0.0466512889712,3.44382890149,1.12639419251,6.32781111021,1.850377397,5.19117319034,0.432554590945,84.9048615363,0.0212292240864,469276807.3,0.0002416624922861563,0.987328249545,0.0126717504545,0.0,0.0,0.0,269.595567918,340.889289725,389.518751228,0.6485403765302336,1.1717032916598622,0.24467871299666283,47.79101247842105,1.2385959691670914,0.15989114004026139,0.0149989166411,0.6144227578947369,0.6151510301633049
05099600,482.30732208,0.0975620321495,3.22968725495,1.0933659424,5.54683260497,2.19885617579,4.88957288223,0.581165695977,82.7141299549,0.0336850831964,7923868066,0.00027212204704151209,0.948307130066,0.0345735253045,0.00776937747187,6.22422497893e-05,0.00928772490834,271.813830344,336.328699269,391.857610527,0.647499809583832,1.2038450573991293,0.24700015560316244,46.031793584210526,2.0836032748523361,0.85064085744923812,0.0291083388497,1.3643628657894737,0.4088218742875864
05113600,663.033914889,0.073572843338,3.76775491548,0.651763570324,5.97353757364,1.09852959128,10.7186986239,0.442566898146,69.8208886069,0.0328245703596,4427809240,0.00027026771509476729,0.970657033177,0.0,0.0290464089669,0.0,0.000296557855612,329.576603002,262.629564183,407.793498631,0.6608783383025374,1.5977334807164776,0.23230272978443087,40.76141320157894,3.5144921383343375,1.3976406520949474,0.0495263483808,2.2756807,0.5154142844780996
05114000,619.523557225,0.0864837573138,3.21364900405,0.73166856548,3.8130532247,1.63103308617,11.4567387781,0.356266707049,72.3405799085,0.089702509338,22336312195,0.00028851179673715182,0.908760976696,0.0166601042339,0.0715646591156,0.000377467480097,0.00263679247412,331.040288514,275.130811597,393.828367931,0.6740129759849505,1.5149601770747478,0.23232840468111485,43.267009022631576,3.335909488560703,2.0299666547682067,0.0528730082181,1.9149760157894737,0.5873946656294052
05116000,615.362907258,0.089359392168,3.19109761884,0.737148501811,3.92701788719,1.64875608674,11.2207725256,0.368618075694,72.4454665055,0.0875676044827,23729828436,0.00028518943673767563,0.911860751642,0.0156817299584,0.068385330353,0.000509663524601,0.0035625245222,327.305738703,280.291229439,392.402289983,0.6718093522198539,1.5129369522226803,0.23415311503857641,43.028223288421046,3.2738739648205715,2.01268787201484,0.0520941817937,1.8767262657894734,0.5893778793141664
05116500,613.428842799,0.0815239468593,3.48323441288,0.910312725269,6.78445618,1.4918062625,9.09082450637,0.474484237142,73.4285681405,0.0221565599763,2429351736,0.00028582551922331763,0.981896248328,0.0,0.0162599608051,0.0,0.00184379086662,292.592560606,324.561871394,382.845193156,0.641928826498812,1.482781202040602,0.23954061169322904,39.76132634157894,2.420265203320803,0.72160179795151014,0.0310623281592,1.461915192105263,0.49776065699507527
05117500,614.619561076,0.0891385312527,3.23666568554,0.763578905011,4.28984413283,1.65999089238,10.9709246133,0.385910744869,72.5818708528,0.0831800344815,26539603253,0.00028767509516460128,0.919456709138,0.014021460613,0.0626898879697,0.000474660578857,0.0033572817009,323.652905639,285.057817506,391.288615764,0.6685463439321605,1.5089635069210134,0.23339080076176458,42.638249038947365,3.1704260292607493,1.882879936757792,0.0497834992406,1.8242355289473677,0.5780338012590048
05120000,610.898796181,0.0936680618058,3.28706334816,0.768794160385,4.51799605023,1.61209247415,10.5807984236,0.41780248099,72.9484535971,0.082403044955,28565984197,0.00028832763645999805,0.922312946457,0.0130268542783,0.0601639022384,0.00135703028138,0.00313926674492,322.63801911,287.083534276,390.277845014,0.6666862833340562,1.5002898925478307,0.23180250038719383,42.288572926315794,3.1923095404387993,1.8170245725443563,0.0493739279762,1.846809992105263,0.5603533647206825
05120500,505.486132957,0.0819708989404,3.47767487311,0.689100766414,5.68769015902,1.39512630248,4.27678579272,0.747116330825,77.8613922386,0.110243268886,1427781287,0.00025454229008484906,0.843916896365,0.0,0.150865331947,0.00237377726204,0.00284399442547,268.427813209,372.360866446,359.21102121,0.6400957612252556,1.3805879249368065,0.22917351969704605,37.73579832952632,3.0459465771508971,1.4527398285792577,0.0453274800841,2.416242594736842,0.4159739179014393
05122000,599.3446233,0.110740616164,3.28117606686,0.763937981225,4.53216408164,1.60348549452,9.9194088749,0.482290675266,72.7213232012,0.0970059131719,31480023628,0.00028585516874153936,0.900792055787,0.011820984408,0.0822624109244,0.00143016783287,0.00369438104773,314.721495359,301.628955975,383.648950531,0.664511179712629,1.4880575158993334,0.23173985355042556,41.97288372842105,3.1560479586852574,1.9270102792753225,0.0503071870803,1.9564072394736844,0.5282968602693755
05123400,536.905469966,0.150956093997,3.64771675757,0.79028238581,5.18361855164,1.31393961588,3.53946576776,0.775690589743,80.8924240263,0.0833092561056,2441968650,0.00029633022230805015,0.725140261074,0.195482087897,0.0704745786824,0.000740417781378,0.00816265456544,283.143744003,372.864587355,343.990277914,0.6817654810646618,1.2554922689544308,0.228991806100352,44.63026188736843,3.9570088997081871,1.2738225353008641,0.0519009865236,3.00193645,0.30619663620861065
05123510,488.129328027,0.0560722757228,2.28466279425,0.585794934179,2.53673471357,1.09376148605,5.59361884298,0.472048052958,66.8591949289,0.118355238757,2556404543,0.00029068385690497739,0.996918463379,0.0,0.0030815366211,0.0,0.0,238.084579694,410.288783873,351.626921857,0.6488390026491943,1.4534887340390943,0.22832632803394493,40.07207940052632,1.0979905389359552,0.27917803285290882,0.0139151103519,0.3697730078947369,0.6604690249558015
05124000,569.553653604,0.141734268434,3.18468705257,0.766107239184,4.23094290278,1.61397738496,8.28956633133,0.607994066253,72.6556342597,0.112977487763,43609798669,0.00028971539706238299,0.887127813153,0.025157592889,0.0817569916908,0.00118486688909,0.00477273537768,300.826517115,329.135054263,370.038004941,0.6651649383334896,1.4514933550825928,0.2298526554045868,41.977972815263165,3.0671766778841913,1.7141203369483307,0.0475285719457,1.9436059078947368,0.4751121959060265
05245100,423.073545077,0.0273666108889,3.69294176682,0.847155261493,4.3309829502,1.13928733305,1.85690397822,0.652952639491,93.2486651047,0.0930396475675,1289772269,0.00020783599492234516,0.639011465957,0.167231870224,0.112403636282,0.00579996539,0.0755530621473,182.400560094,559.468755843,258.131042086,0.6533883189506912,0.9929581500996165,0.18119809691369573,40.10479840052631,1.7622568481775129,0.21360483123108004,0.0198567119873,1.610072939473684,0.10196445823188505
05267000,410.888985264,0.0707431521926,4.28267914132,0.86336406652,5.1432516669,1.19269774005,1.39212651791,1.12288298222,93.9730923693,0.257629233403,34309482956,0.00023517143890649684,0.137858678203,0.785716305561,0.0264843603799,0.00336501204852,0.0465756438078,161.896064228,583.796510046,254.307322604,0.6312059649835055,0.9700996873136208,0.19086461026678106,43.426908633684214,1.3684675369154693,0.19146563266315009,0.0156734319389,1.1335301026315792,0.07614160376780531
05270500,380.199126866,0.0647285488848,3.83124346437,0.797464330169,5.74575871647,1.11137152347,2.76087404127,0.721991757151,98.3178189742,0.0536175411203,2540324340,0.00021093888224250608,0.891416934568,0.0671688588862,0.0236034122239,0.00329382071157,0.0145169736105,196.712258919,513.655840645,289.631867458,0.6376965619613724,0.9742259054648759,0.1740981127935736,38.45540639105264,1.004736310665618,0.085919136395244122,0.0110010993508,0.7372845736842105,0.152967506782613
05270700,405.756547403,0.0784599294196,4.23617495334,0.855744784207,5.18847447196,1.18639296879,1.57018576116,1.09113631347,94.0365494788,0.244876771182,39253276182,0.00023553426110715475,0.21791402727,0.710410030916,0.025537891301,0.00433525256129,0.0418027979519,161.484340615,583.749207253,254.766328518,0.6310361171932839,0.9695833925646211,0.18874695226195842,42.85212428052632,1.2984542342766916,0.17513581010321924,0.0148032413419,1.0652299394736842,0.07844041969499793
05290000,427.548641402,0.210571150459,3.99756465985,0.777519937956,7.89172180246,1.68957462835,5.88440661384,0.771221800323,84.3624012248,0.0558983994796,1182453854,0.00025020688997762669,0.919775037334,0.00410559148984,0.0631853118164,0.00152380314473,0.0114102562151,301.978326076,295.301221544,402.717783531,0.6099151698185469,1.1456483054070903,0.2010474549417346,34.93203029263158,2.5861823848320435,0.46842911370258655,0.0309859447263,1.6604023263157894,0.4157912799854578
05291000,422.454472004,0.213037839971,3.60393637775,0.688732284159,5.60283627346,1.20323624161,4.59936824984,0.546540816589,87.2749322415,0.0212941771985,991198855.5,0.00033393488809536854,0.97256074583,0.0,0.0264730960374,0.000597492529073,0.000368665603045,293.718742078,295.848498627,410.43448501,0.5845328933412609,1.1729927329800747,0.19987283409929973,35.567382121578945,0.99072533596743295,0.067828825554436784,0.0110923154059,0.6985893131578947,0.27505299596500005
05293000,399.36163581,0.227096147383,3.43793320191,0.710502555298,4.58440294307,1.20425328651,3.99046355467,0.444165801463,86.893496213,0.0185523890476,888373317.4,0.00035354761541825011,0.988016557392,0.0,0.00953691171822,0.000393065832449,0.00205346505766,291.600192695,296.24661971,412.151852574,0.5886744282232738,1.1588628333179958,0.19138435830704364,35.720492396315784,1.2381085694038885,0.085152031829385966,0.0136725688168,0.6260197342105264,0.35753124529516395
